shipment_id,date,month,origin_port,destination_port,transport_mode,product_category,distance_km,weight_mt,fuel_price_index,geopolitical_risk_score,weather_condition,carrier_reliability_score,lead_time_days,disruption_occurred,copper__usd_per_mt
SC-11164,2024-07-12,2024-07-01,Dubai,Rotterdam,Rail,Perishables,2831.02,128.08,2.29,4.2,Storm,0.811,7.3,0,9385.31
SC-11166,2024-09-01,2024-09-01,Los Angeles,Shanghai,Air,Textiles,12565.95,204.3,1.4,4.8,Storm,0.729,2.34,1,9237.48
SC-11169,2024-08-27,2024-08-01,Singapore,Dubai,Sea,Textiles,4662.05,71.95,1.48,6.5,Clear,0.793,8.62,0,8971.96
SC-11171,2024-02-14,2024-02-01,Rotterdam,Busan,Sea,Perishables,14727.2,313.29,3.57,6.5,Rain,0.787,32.2,0,8304.95
SC-11172,2024-11-21,2024-11-01,Dubai,Marseille,Sea,Electronics,9661.3,28.2,4.31,8.5,Storm,0.562,57.02,1,9075.73
SC-11179,2024-06-04,2024-06-01,Dubai,Marseille,Sea,Perishables,8348.37,160.09,1.3,1.6,Clear,0.654,12.88,1,9648.17
SC-11181,2024-02-07,2024-02-01,Shanghai,Dubai,Road,Automotive,5457.15,105.85,4.19,9.1,Clear,0.92,4.83,1,8304.95
SC-11182,2024-05-09,2024-05-01,Shanghai,Busan,Sea,Perishables,9673.02,59.05,3.83,4.5,Clear,0.532,17.33,0,10139.33
SC-11185,2024-12-05,2024-12-01,Rotterdam,Singapore,Sea,Electronics,14089.81,401.55,4.47,6.8,Fog,0.58,39.19,0,8916.32
SC-11186,2024-04-12,2024-04-01,Hamburg,Rotterdam,Sea,Electronics,10474.34,394.23,1.5,3.1,Clear,0.754,16.04,1,9464.43
SC-11188,2024-04-12,2024-04-01,Dubai,Los Angeles,Rail,Textiles,4863.97,68.68,2.14,6.7,Storm,0.65,13.48,1,9464.43
SC-11191,2024-01-16,2024-01-01,Busan,Marseille,Sea,Pharmaceuticals,8941.47,321.76,1.71,0.5,Hurricane,0.68,101.43,1,8338.88
SC-11192,2024-05-27,2024-05-01,Busan,Singapore,Rail,Pharmaceuticals,5515.3,391.59,1.88,9.3,Clear,0.737,4.45,0,10139.33
SC-11195,2024-06-07,2024-06-01,Los Angeles,Dubai,Air,Electronics,13137.28,78.77,2.08,5.4,Hurricane,0.595,6.58,1,9648.17
SC-11196,2024-03-17,2024-03-01,Los Angeles,Marseille,Sea,Pharmaceuticals,14615.59,122.48,3.96,7.1,Hurricane,0.936,220.25,1,8689.13
SC-11198,2024-09-28,2024-09-01,Hamburg,Los Angeles,Road,Electronics,11369.95,105.44,2.81,6.3,Storm,0.861,26.24,1,9237.48
SC-11199,2024-12-12,2024-12-01,Busan,Antwerp,Rail,Electronics,2386.25,37.19,4.31,7.6,Storm,0.543,6.72,1,8916.32
SC-11204,2024-03-23,2024-03-01,Hamburg,Marseille,Rail,Textiles,7585.33,46.12,4.18,10.0,Storm,0.607,22.93,1,8689.13
SC-11205,2024-12-02,2024-12-01,Rotterdam,Dubai,Sea,Textiles,11670.91,473.98,4.22,0.8,Rain,0.545,20.27,0,8916.32
SC-11209,2024-11-20,2024-11-01,Hamburg,Marseille,Sea,Textiles,14958.31,26.56,2.47,3.4,Fog,0.514,36.24,0,9075.73
SC-11213,2024-02-06,2024-02-01,Shanghai,Dubai,Sea,Pharmaceuticals,12024.74,176.0,1.35,4.3,Rain,0.905,24.0,1,8304.95
SC-11215,2024-03-11,2024-03-01,Hamburg,Antwerp,Sea,Pharmaceuticals,3701.16,401.78,2.02,6.5,Rain,0.555,8.19,1,8689.13
SC-11216,2024-08-28,2024-08-01,Dubai,Busan,Rail,Automotive,1694.53,77.55,2.63,1.3,Hurricane,0.841,9.91,1,8971.96
SC-11219,2024-10-21,2024-10-01,Hamburg,Shanghai,Rail,Automotive,4462.26,76.55,2.66,8.0,Hurricane,0.936,34.7,1,9533.99
SC-11220,2024-08-20,2024-08-01,Antwerp,Singapore,Rail,Pharmaceuticals,14287.52,399.43,1.42,8.6,Rain,0.651,16.85,1,8971.96
SC-11221,2024-04-02,2024-04-01,Los Angeles,Busan,Sea,Automotive,2690.34,353.91,2.52,3.6,Fog,0.875,6.65,1,9464.43
SC-11223,2024-04-10,2024-04-01,Shanghai,Busan,Rail,Automotive,14182.43,183.99,4.22,5.2,Fog,0.839,18.1,0,9464.43
SC-11226,2024-04-12,2024-04-01,Shanghai,Rotterdam,Road,Electronics,6265.12,61.56,3.52,1.4,Hurricane,0.725,31.96,1,9464.43
SC-11228,2024-06-19,2024-06-01,Los Angeles,Busan,Air,Automotive,14767.68,390.56,2.08,0.8,Rain,0.555,1.35,0,9648.17
SC-11230,2024-11-02,2024-11-01,Singapore,Shanghai,Air,Textiles,13464.44,289.7,3.83,1.5,Hurricane,0.719,5.58,1,9075.73
SC-11231,2024-01-30,2024-01-01,Singapore,Hamburg,Rail,Textiles,3834.34,455.76,3.21,0.4,Clear,0.547,2.71,0,8338.88
SC-11232,2024-02-17,2024-02-01,Los Angeles,Singapore,Air,Textiles,3590.02,277.5,1.56,7.2,Clear,0.87,0.57,1,8304.95
SC-11233,2024-11-28,2024-11-01,Hamburg,Busan,Rail,Automotive,951.44,88.07,3.27,2.8,Fog,0.9,1.04,0,9075.73
SC-11234,2024-02-27,2024-02-01,Dubai,Singapore,Rail,Automotive,9949.17,189.97,1.82,7.1,Hurricane,0.863,74.66,1,8304.95
SC-11235,2024-10-27,2024-10-01,Busan,Los Angeles,Sea,Textiles,5843.63,421.73,2.88,5.6,Storm,0.601,30.56,1,9533.99
SC-11239,2024-05-29,2024-05-01,Dubai,Busan,Road,Perishables,3190.12,447.09,2.12,7.3,Clear,0.699,2.98,0,10139.33
SC-11240,2024-09-07,2024-09-01,Dubai,Hamburg,Sea,Pharmaceuticals,13095.04,459.98,1.96,5.0,Fog,0.918,32.63,0,9237.48
SC-11245,2024-07-03,2024-07-01,Singapore,Marseille,Air,Pharmaceuticals,9580.19,303.75,3.75,4.4,Clear,0.975,1.31,0,9385.31
SC-11246,2024-06-23,2024-06-01,Hamburg,Marseille,Air,Automotive,2403.05,84.23,2.77,3.9,Hurricane,0.971,0.67,1,9648.17
SC-11247,2024-06-28,2024-06-01,Antwerp,Rotterdam,Road,Electronics,971.63,398.91,2.36,6.7,Clear,0.59,1.51,1,9648.17
SC-11248,2024-03-21,2024-03-01,Singapore,Dubai,Road,Pharmaceuticals,13852.29,360.34,2.39,6.9,Rain,0.593,13.51,1,8689.13
SC-11253,2024-09-03,2024-09-01,Antwerp,Rotterdam,Sea,Pharmaceuticals,2315.19,10.02,4.18,2.4,Hurricane,0.769,28.91,1,9237.48
SC-11256,2024-05-26,2024-05-01,Antwerp,Shanghai,Sea,Perishables,3407.61,310.17,1.28,7.4,Fog,0.68,9.5,1,10139.33
SC-11257,2024-08-25,2024-08-01,Los Angeles,Hamburg,Sea,Textiles,7628.12,332.08,2.44,0.9,Clear,0.637,11.75,0,8971.96
SC-11260,2024-09-17,2024-09-01,Rotterdam,Busan,Sea,Pharmaceuticals,4400.4,61.12,2.1,4.4,Clear,0.562,7.08,1,9237.48
SC-11262,2024-09-18,2024-09-01,Hamburg,Los Angeles,Rail,Pharmaceuticals,5000.25,79.15,3.22,9.2,Hurricane,0.966,40.48,1,9237.48
SC-11264,2024-01-10,2024-01-01,Busan,Antwerp,Air,Textiles,668.5,421.43,3.6,1.9,Fog,0.697,0.5,1,8338.88
SC-11266,2024-10-21,2024-10-01,Los Angeles,Shanghai,Road,Textiles,6191.16,490.73,3.42,9.6,Fog,0.544,7.82,1,9533.99
SC-11269,2024-06-10,2024-06-01,Rotterdam,Hamburg,Road,Automotive,4729.11,319.47,2.07,3.4,Hurricane,0.769,26.18,1,9648.17
SC-11270,2024-03-16,2024-03-01,Hamburg,Rotterdam,Air,Automotive,10577.24,175.65,1.69,3.8,Hurricane,0.749,5.04,1,8689.13
SC-11272,2024-12-19,2024-12-01,Antwerp,Dubai,Road,Perishables,11807.84,33.75,3.06,9.3,Fog,0.817,15.89,0,8916.32
SC-11274,2024-11-02,2024-11-01,Rotterdam,Los Angeles,Air,Automotive,7467.35,295.84,1.66,7.9,Storm,0.826,1.57,1,9075.73
SC-11278,2024-09-13,2024-09-01,Rotterdam,Los Angeles,Road,Pharmaceuticals,2566.19,422.0,3.9,1.8,Rain,0.604,0.65,0,9237.48
SC-11280,2024-11-05,2024-11-01,Rotterdam,Hamburg,Air,Automotive,9463.26,413.61,2.07,2.9,Fog,0.638,0.73,0,9075.73
SC-11281,2024-07-22,2024-07-01,Singapore,Shanghai,Rail,Perishables,10685.74,281.77,2.01,7.9,Clear,0.856,10.69,1,9385.31
SC-11284,2024-04-19,2024-04-01,Antwerp,Rotterdam,Air,Automotive,5233.69,104.55,4.1,1.8,Storm,0.648,0.5,0,9464.43
SC-11285,2024-08-30,2024-08-01,Hamburg,Antwerp,Sea,Electronics,8006.82,284.84,1.86,6.5,Clear,0.956,14.85,1,8971.96
SC-11290,2024-10-29,2024-10-01,Shanghai,Dubai,Road,Pharmaceuticals,6255.39,72.25,3.14,3.2,Rain,0.978,5.18,0,9533.99
SC-11292,2024-10-29,2024-10-01,Rotterdam,Busan,Sea,Automotive,8729.34,475.9,3.03,8.1,Storm,0.665,51.07,1,9533.99
SC-11293,2024-01-23,2024-01-01,Singapore,Dubai,Rail,Electronics,10497.24,160.54,3.61,8.4,Hurricane,0.595,82.99,1,8338.88
SC-11296,2024-10-08,2024-10-01,Los Angeles,Antwerp,Road,Perishables,2928.5,175.74,2.71,2.4,Storm,0.665,5.61,0,9533.99
SC-11297,2024-01-09,2024-01-01,Los Angeles,Antwerp,Sea,Electronics,2016.23,42.55,1.64,9.1,Fog,0.707,6.39,0,8338.88
SC-11300,2024-02-20,2024-02-01,Shanghai,Singapore,Road,Automotive,958.0,391.68,2.63,4.2,Rain,0.752,1.01,0,8304.95
SC-11303,2024-10-20,2024-10-01,Busan,Rotterdam,Rail,Automotive,8348.8,389.18,1.58,3.4,Rain,0.899,7.92,0,9533.99
SC-11304,2024-08-23,2024-08-01,Dubai,Hamburg,Rail,Perishables,10781.38,191.8,1.28,6.3,Storm,0.551,30.32,0,8971.96
SC-11306,2024-12-26,2024-12-01,Antwerp,Dubai,Air,Electronics,10854.26,188.72,4.35,2.9,Rain,0.56,0.88,0,8916.32
SC-11307,2024-08-12,2024-08-01,Busan,Rotterdam,Road,Electronics,12125.06,184.3,1.67,1.5,Hurricane,0.562,60.93,1,8971.96
SC-11309,2024-07-13,2024-07-01,Rotterdam,Singapore,Rail,Textiles,12314.96,404.59,1.42,4.2,Hurricane,0.91,82.61,1,9385.31
SC-11311,2024-09-13,2024-09-01,Los Angeles,Rotterdam,Air,Pharmaceuticals,13474.84,262.6,2.88,9.1,Storm,0.937,2.81,1,9237.48
SC-11315,2024-05-20,2024-05-01,Singapore,Busan,Sea,Perishables,9831.88,466.77,3.77,5.0,Rain,0.877,20.04,0,10139.33
SC-11317,2024-04-09,2024-04-01,Antwerp,Shanghai,Road,Electronics,11108.05,289.02,2.7,7.3,Fog,0.584,14.55,1,9464.43
SC-11320,2024-02-10,2024-02-01,Los Angeles,Shanghai,Rail,Textiles,4083.0,309.43,3.19,8.8,Hurricane,0.568,32.24,1,8304.95
SC-11321,2024-11-12,2024-11-01,Shanghai,Dubai,Rail,Pharmaceuticals,2813.4,255.24,3.11,9.1,Clear,0.657,3.1,0,9075.73
SC-11323,2024-02-04,2024-02-01,Busan,Hamburg,Air,Pharmaceuticals,3678.6,180.35,1.35,7.7,Storm,0.983,1.23,1,8304.95
SC-11326,2024-05-14,2024-05-01,Busan,Singapore,Air,Electronics,3140.71,475.42,2.66,2.0,Fog,0.984,1.11,1,10139.33
SC-11327,2024-04-02,2024-04-01,Los Angeles,Shanghai,Air,Electronics,11950.63,204.94,1.58,0.1,Fog,0.952,1.47,0,9464.43
SC-11328,2024-10-29,2024-10-01,Antwerp,Singapore,Rail,Pharmaceuticals,10051.26,233.87,3.96,7.1,Hurricane,0.756,75.18,1,9533.99
SC-11329,2024-11-30,2024-11-01,Antwerp,Los Angeles,Rail,Pharmaceuticals,7723.84,27.3,1.29,9.4,Fog,0.953,10.54,1,9075.73
SC-11331,2024-06-28,2024-06-01,Antwerp,Busan,Road,Textiles,10928.43,358.87,1.66,6.4,Rain,0.615,10.69,1,9648.17
SC-11332,2024-07-24,2024-07-01,Dubai,Rotterdam,Sea,Perishables,3812.59,269.51,4.13,7.5,Clear,0.616,6.73,0,9385.31
SC-11333,2024-05-15,2024-05-01,Antwerp,Los Angeles,Rail,Electronics,14946.84,254.84,3.61,9.3,Rain,0.831,18.23,0,10139.33
SC-11338,2024-10-06,2024-10-01,Singapore,Busan,Air,Automotive,1546.88,230.9,4.04,5.4,Rain,0.527,0.5,1,9533.99
SC-11339,2024-06-17,2024-06-01,Los Angeles,Marseille,Air,Textiles,944.46,143.85,2.53,3.8,Rain,0.766,0.5,1,9648.17
SC-11340,2024-09-20,2024-09-01,Antwerp,Shanghai,Air,Automotive,4236.4,124.48,2.52,0.0,Fog,0.596,0.79,0,9237.48
SC-11342,2024-10-29,2024-10-01,Antwerp,Singapore,Rail,Perishables,13089.95,325.83,2.46,7.5,Fog,0.776,19.4,0,9533.99
SC-11343,2024-12-12,2024-12-01,Singapore,Rotterdam,Air,Perishables,11043.95,412.43,4.08,7.5,Fog,0.793,1.68,0,8916.32
SC-11344,2024-04-27,2024-04-01,Los Angeles,Shanghai,Rail,Perishables,11269.24,209.44,2.4,3.5,Fog,0.651,14.46,1,9464.43
SC-11346,2024-03-18,2024-03-01,Busan,Los Angeles,Sea,Pharmaceuticals,5516.06,137.56,4.32,3.6,Hurricane,0.915,72.07,1,8689.13
SC-11347,2024-05-24,2024-05-01,Antwerp,Los Angeles,Road,Automotive,5880.06,490.02,1.68,0.2,Rain,0.999,4.28,0,10139.33
SC-11348,2024-08-19,2024-08-01,Hamburg,Shanghai,Air,Automotive,14820.92,298.53,1.79,5.6,Storm,0.919,2.92,0,8971.96
SC-11354,2024-04-02,2024-04-01,Singapore,Shanghai,Road,Perishables,7556.7,460.46,3.84,5.2,Storm,0.628,16.94,1,9464.43
SC-11356,2024-01-15,2024-01-01,Busan,Antwerp,Sea,Pharmaceuticals,13560.18,270.74,1.56,0.6,Hurricane,0.868,154.48,1,8338.88
SC-11357,2024-09-27,2024-09-01,Busan,Marseille,Air,Automotive,6614.95,229.64,4.24,5.8,Storm,0.703,0.75,1,9237.48
SC-11359,2024-05-06,2024-05-01,Shanghai,Los Angeles,Sea,Electronics,9089.08,337.13,3.15,8.4,Fog,0.937,26.61,1,10139.33
SC-11364,2024-09-25,2024-09-01,Dubai,Rotterdam,Road,Pharmaceuticals,11130.14,228.28,2.01,0.2,Fog,0.728,10.36,0,9237.48
SC-11369,2024-04-20,2024-04-01,Los Angeles,Rotterdam,Sea,Automotive,3944.38,415.27,4.24,0.6,Fog,0.647,8.0,1,9464.43
SC-11371,2024-08-27,2024-08-01,Shanghai,Busan,Sea,Pharmaceuticals,3124.17,169.85,2.0,7.6,Clear,0.92,5.62,0,8971.96
SC-11373,2024-01-26,2024-01-01,Dubai,Hamburg,Rail,Pharmaceuticals,7638.03,456.19,2.63,4.2,Rain,0.539,8.39,1,8338.88
SC-11376,2024-12-01,2024-12-01,Shanghai,Busan,Road,Perishables,6956.93,370.91,3.66,1.5,Fog,0.606,6.88,0,8916.32
SC-11378,2024-08-14,2024-08-01,Busan,Hamburg,Sea,Perishables,5708.88,483.96,1.95,5.3,Fog,0.823,14.55,1,8971.96
SC-11380,2024-03-05,2024-03-01,Shanghai,Antwerp,Air,Textiles,2871.1,300.67,2.6,0.7,Clear,0.584,0.84,0,8689.13
SC-11384,2024-11-05,2024-11-01,Antwerp,Marseille,Sea,Electronics,10022.68,230.35,2.13,8.7,Rain,0.776,24.04,0,9075.73
SC-11387,2024-04-29,2024-04-01,Dubai,Hamburg,Sea,Pharmaceuticals,2397.67,371.58,3.9,6.7,Fog,0.502,6.2,1,9464.43
SC-11388,2024-05-23,2024-05-01,Rotterdam,Busan,Air,Perishables,14562.41,140.6,4.47,3.5,Hurricane,0.76,7.95,1,10139.33
SC-11389,2024-02-16,2024-02-01,Rotterdam,Shanghai,Sea,Perishables,7079.95,282.91,2.54,0.2,Fog,0.609,14.77,0,8304.95
SC-11390,2024-02-08,2024-02-01,Rotterdam,Antwerp,Air,Electronics,3922.73,44.98,1.24,2.5,Rain,0.872,1.04,0,8304.95
SC-11391,2024-11-07,2024-11-01,Rotterdam,Singapore,Road,Textiles,1565.7,207.42,1.76,3.1,Clear,0.522,1.07,0,9075.73
SC-11393,2024-04-28,2024-04-01,Antwerp,Singapore,Road,Perishables,8036.72,347.01,3.22,1.7,Clear,0.919,5.18,0,9464.43
SC-11394,2024-04-09,2024-04-01,Hamburg,Busan,Road,Perishables,5386.55,495.33,3.8,4.1,Clear,0.916,3.6,0,9464.43
SC-11395,2024-08-28,2024-08-01,Hamburg,Singapore,Rail,Automotive,12518.81,139.67,2.04,4.8,Fog,0.576,16.05,1,8971.96
SC-11397,2024-05-18,2024-05-01,Hamburg,Rotterdam,Sea,Pharmaceuticals,4106.36,165.44,3.47,9.7,Rain,0.507,9.02,1,10139.33
SC-11406,2024-06-07,2024-06-01,Busan,Antwerp,Sea,Textiles,12740.47,165.21,1.83,2.4,Fog,0.929,28.92,0,9648.17
SC-11409,2024-04-11,2024-04-01,Busan,Rotterdam,Sea,Automotive,13089.93,470.4,2.52,9.0,Storm,0.673,78.96,1,9464.43
SC-11413,2024-10-13,2024-10-01,Busan,Rotterdam,Air,Pharmaceuticals,1327.76,198.63,1.53,7.8,Clear,0.868,0.5,0,9533.99
SC-11414,2024-02-03,2024-02-01,Antwerp,Hamburg,Air,Textiles,8201.96,100.38,2.57,5.6,Hurricane,0.509,4.99,1,8304.95
SC-11417,2024-08-10,2024-08-01,Singapore,Shanghai,Rail,Automotive,2270.59,457.79,2.44,6.1,Hurricane,0.999,16.73,1,8971.96
SC-11420,2024-08-29,2024-08-01,Los Angeles,Busan,Road,Perishables,5084.26,494.2,3.52,6.7,Clear,0.895,4.58,0,8971.96
SC-11422,2024-04-11,2024-04-01,Rotterdam,Hamburg,Air,Textiles,1102.81,30.06,4.31,2.5,Storm,0.743,0.5,1,9464.43
SC-11428,2024-03-03,2024-03-01,Singapore,Marseille,Road,Pharmaceuticals,9767.24,134.88,1.23,4.4,Fog,0.779,11.21,0,8689.13
SC-11430,2024-10-09,2024-10-01,Dubai,Rotterdam,Rail,Pharmaceuticals,7093.73,361.0,1.84,2.9,Storm,0.96,16.69,1,9533.99
SC-11431,2024-07-13,2024-07-01,Shanghai,Los Angeles,Rail,Automotive,7976.14,470.7,3.27,7.2,Clear,0.94,7.09,0,9385.31
SC-11432,2024-05-05,2024-05-01,Singapore,Shanghai,Road,Automotive,7588.28,440.94,4.43,8.1,Hurricane,0.742,51.19,1,10139.33
SC-11434,2024-04-03,2024-04-01,Antwerp,Busan,Sea,Automotive,2524.94,387.55,3.9,3.0,Fog,0.663,6.13,0,9464.43
SC-11436,2024-08-05,2024-08-01,Rotterdam,Dubai,Sea,Automotive,4964.98,276.8,2.84,7.0,Rain,0.772,10.93,1,8971.96
SC-11440,2024-01-22,2024-01-01,Dubai,Rotterdam,Sea,Pharmaceuticals,14563.72,135.16,2.18,3.9,Clear,0.738,24.51,1,8338.88
SC-11441,2024-02-21,2024-02-01,Singapore,Antwerp,Rail,Electronics,1861.56,11.5,3.0,2.5,Clear,0.535,1.7,0,8304.95
SC-11442,2024-12-07,2024-12-01,Shanghai,Antwerp,Sea,Pharmaceuticals,10252.73,361.7,1.94,1.6,Hurricane,0.851,122.85,1,8916.32
SC-11443,2024-09-06,2024-09-01,Hamburg,Shanghai,Rail,Electronics,6934.38,17.21,2.66,6.9,Storm,0.759,19.48,1,9237.48
SC-11444,2024-05-08,2024-05-01,Dubai,Singapore,Air,Automotive,13088.06,298.04,2.8,0.9,Rain,0.748,0.82,0,10139.33
SC-11446,2024-07-29,2024-07-01,Antwerp,Shanghai,Road,Automotive,10543.08,484.44,4.16,8.3,Storm,0.952,26.69,0,9385.31
SC-11447,2024-03-11,2024-03-01,Shanghai,Singapore,Road,Textiles,12652.67,242.62,2.57,8.6,Rain,0.545,12.62,1,8689.13
SC-11449,2024-07-31,2024-07-01,Shanghai,Busan,Sea,Pharmaceuticals,10407.1,276.29,4.04,4.1,Storm,0.688,52.41,1,9385.31
SC-11451,2024-08-09,2024-08-01,Busan,Singapore,Sea,Automotive,9458.78,498.43,3.25,1.6,Fog,0.864,21.38,0,8971.96
SC-11452,2024-08-26,2024-08-01,Rotterdam,Marseille,Air,Textiles,13099.12,215.74,1.28,0.2,Hurricane,0.552,5.94,1,8971.96
SC-11453,2024-12-02,2024-12-01,Shanghai,Dubai,Road,Pharmaceuticals,8773.84,160.83,2.52,7.8,Rain,0.916,8.25,1,8916.32
SC-11454,2024-05-31,2024-05-01,Hamburg,Shanghai,Sea,Electronics,940.61,453.42,4.45,0.7,Rain,0.841,1.67,0,10139.33
SC-11456,2024-01-03,2024-01-01,Antwerp,Marseille,Air,Automotive,10498.14,308.1,2.6,6.7,Clear,0.567,1.5,1,8338.88
SC-11457,2024-10-10,2024-10-01,Los Angeles,Rotterdam,Sea,Automotive,10309.44,203.45,2.21,7.5,Hurricane,0.818,157.02,1,9533.99
SC-11458,2024-05-28,2024-05-01,Los Angeles,Marseille,Air,Electronics,3627.29,21.5,4.19,2.5,Clear,0.831,0.5,0,10139.33
SC-11459,2024-05-13,2024-05-01,Singapore,Los Angeles,Rail,Electronics,10053.84,174.3,4.07,6.7,Storm,0.873,28.67,0,10139.33
SC-11461,2024-09-13,2024-09-01,Shanghai,Busan,Road,Textiles,9942.88,343.36,1.47,8.4,Hurricane,0.83,66.58,1,9237.48
SC-11462,2024-06-27,2024-06-01,Busan,Marseille,Sea,Perishables,2045.6,474.45,3.27,1.7,Clear,0.883,3.44,0,9648.17
SC-11463,2024-04-22,2024-04-01,Hamburg,Marseille,Sea,Pharmaceuticals,10038.76,134.76,2.31,7.0,Fog,0.788,28.55,1,9464.43
SC-11465,2024-01-27,2024-01-01,Dubai,Los Angeles,Air,Textiles,1199.07,28.62,1.31,0.7,Storm,0.956,0.5,1,8338.88
SC-11466,2024-05-14,2024-05-01,Hamburg,Rotterdam,Road,Electronics,14669.03,269.52,1.64,4.8,Storm,0.509,32.28,1,10139.33
SC-11467,2024-01-16,2024-01-01,Dubai,Antwerp,Sea,Textiles,6400.17,36.2,3.47,1.7,Fog,0.683,14.36,0,8338.88
SC-11469,2024-08-31,2024-08-01,Busan,Shanghai,Air,Perishables,11844.59,383.41,4.03,2.4,Fog,0.714,0.94,0,8971.96
SC-11471,2024-11-27,2024-11-01,Busan,Shanghai,Air,Electronics,11207.51,412.12,1.91,5.7,Clear,0.533,0.5,0,9075.73
SC-11472,2024-01-17,2024-01-01,Rotterdam,Los Angeles,Air,Perishables,13238.48,324.11,4.5,2.8,Storm,0.824,2.07,1,8338.88
SC-11473,2024-06-27,2024-06-01,Los Angeles,Singapore,Rail,Pharmaceuticals,6360.03,484.5,2.63,3.8,Fog,0.982,7.29,0,9648.17
SC-11474,2024-09-28,2024-09-01,Hamburg,Rotterdam,Rail,Automotive,5241.98,357.27,3.52,8.2,Hurricane,0.776,41.3,1,9237.48
SC-11475,2024-02-23,2024-02-01,Los Angeles,Singapore,Rail,Pharmaceuticals,10180.1,462.4,1.8,1.8,Clear,0.753,8.3,0,8304.95
SC-11476,2024-05-09,2024-05-01,Singapore,Dubai,Sea,Automotive,12213.77,259.05,3.21,0.8,Clear,0.659,18.25,0,10139.33
SC-11479,2024-04-26,2024-04-01,Busan,Dubai,Road,Textiles,6815.96,64.31,3.94,5.4,Clear,0.636,5.87,1,9464.43
SC-11480,2024-03-06,2024-03-01,Shanghai,Rotterdam,Sea,Textiles,12358.6,296.65,3.19,3.7,Clear,0.725,20.62,0,8689.13
SC-11486,2024-04-21,2024-04-01,Dubai,Marseille,Rail,Textiles,6244.5,475.3,2.33,9.7,Clear,0.809,5.81,1,9464.43
SC-11489,2024-08-14,2024-08-01,Los Angeles,Busan,Sea,Electronics,7006.06,357.63,2.79,3.0,Rain,0.555,13.6,1,8971.96
SC-11491,2024-02-14,2024-02-01,Hamburg,Antwerp,Rail,Perishables,5912.15,150.16,2.17,1.7,Storm,0.89,13.06,1,8304.95
SC-11494,2024-11-04,2024-11-01,Hamburg,Rotterdam,Air,Automotive,9250.0,483.04,3.0,1.0,Rain,0.869,1.24,0,9075.73
SC-11497,2024-02-01,2024-02-01,Shanghai,Marseille,Air,Electronics,7220.66,13.89,2.52,1.2,Storm,0.962,0.95,1,8304.95
SC-11498,2024-03-03,2024-03-01,Dubai,Busan,Road,Pharmaceuticals,6006.89,111.67,2.09,3.0,Hurricane,0.59,32.76,1,8689.13
SC-11503,2024-04-20,2024-04-01,Los Angeles,Marseille,Air,Pharmaceuticals,5448.09,5.97,2.33,4.3,Storm,0.501,0.5,1,9464.43
SC-11507,2024-03-16,2024-03-01,Busan,Dubai,Sea,Pharmaceuticals,8237.24,457.65,1.73,3.5,Rain,0.846,16.1,0,8689.13
SC-11508,2024-03-23,2024-03-01,Singapore,Shanghai,Rail,Electronics,9314.62,427.4,2.32,2.1,Storm,0.833,22.45,1,8689.13
SC-11509,2024-11-25,2024-11-01,Rotterdam,Marseille,Road,Electronics,11590.81,341.9,2.31,1.2,Fog,0.683,10.41,1,9075.73
SC-11511,2024-05-31,2024-05-01,Rotterdam,Shanghai,Sea,Electronics,10912.78,391.64,3.17,4.4,Hurricane,0.915,147.62,1,10139.33
SC-11512,2024-03-08,2024-03-01,Busan,Los Angeles,Rail,Automotive,14355.09,422.91,4.02,6.3,Rain,0.585,15.35,0,8689.13
SC-11513,2024-05-09,2024-05-01,Dubai,Hamburg,Sea,Textiles,764.37,399.74,2.46,4.9,Clear,0.686,1.59,1,10139.33
SC-11514,2024-10-08,2024-10-01,Busan,Antwerp,Rail,Textiles,3338.78,254.73,3.64,8.7,Storm,0.8,9.78,1,9533.99
SC-11520,2024-11-28,2024-11-01,Los Angeles,Singapore,Air,Electronics,1373.88,113.61,3.46,1.8,Storm,0.516,0.5,0,9075.73
SC-11524,2024-10-28,2024-10-01,Rotterdam,Los Angeles,Rail,Electronics,7545.14,34.26,3.08,5.5,Fog,0.788,10.76,1,9533.99
SC-11529,2024-04-11,2024-04-01,Rotterdam,Dubai,Rail,Electronics,8317.84,420.97,3.48,9.6,Clear,0.9,8.9,0,9464.43
SC-11531,2024-04-27,2024-04-01,Rotterdam,Los Angeles,Air,Perishables,9349.84,450.91,1.48,6.3,Clear,0.58,0.89,0,9464.43
SC-11535,2024-08-08,2024-08-01,Singapore,Dubai,Rail,Textiles,2267.35,125.93,4.01,6.6,Fog,0.933,3.16,0,8971.96
SC-11538,2024-08-21,2024-08-01,Shanghai,Marseille,Air,Electronics,3130.86,230.51,3.16,6.1,Hurricane,0.732,2.16,1,8971.96
SC-11540,2024-12-13,2024-12-01,Los Angeles,Rotterdam,Air,Electronics,10781.17,95.06,3.95,0.3,Storm,0.863,1.45,0,8916.32
SC-11544,2024-04-07,2024-04-01,Los Angeles,Singapore,Rail,Perishables,14462.44,247.92,2.69,6.5,Storm,0.955,40.34,1,9464.43
SC-11545,2024-11-16,2024-11-01,Hamburg,Busan,Air,Electronics,7511.41,43.97,2.6,5.2,Hurricane,0.923,4.23,1,9075.73
SC-11547,2024-11-16,2024-11-01,Shanghai,Dubai,Road,Electronics,8478.28,251.89,4.32,0.5,Fog,0.909,7.74,0,9075.73
